Mod:Item:MetaData, Localized Name
industrialupgrade:quantumpickaxe, §fКвантовая кирка
industrialupgrade:quantumshovel, §fКвантовая лопата
industrialupgrade:quantumaxe, §fКвантовый топор
industrialupgrade:spectralpickaxe, §eСпектральная кирка
industrialupgrade:ultddrill, Совершенный бур
industrialupgrade:spectralshovel, §eСпектральная лопата
industrialupgrade:spectralaxe, §eСпектральный топор
industrialupgrade:nano_bow, Нано-лук
industrialupgrade:quantum_bow, Квантовый лук
industrialupgrade:spectral_bow, Спектральный лук
industrialupgrade:itemnanosaber, iu.itemNanoSaber.name
industrialupgrade:itemnanosaber1, iu.itemNanoSaber1.name
industrialupgrade:electric_hoe, iu.electric_hoe.name
industrialupgrade:electric_treetap, iu.electric_treetap.name
industrialupgrade:electric_wrench, Электроключ
industrialupgrade:nano_saber, iu.nano_saber.name
industrialupgrade:itemarmorquantumhelmet, supersolarpanels.itemArmorQuantumHelmet.name
industrialupgrade:itemarmorquantumchestplate, supersolarpanels.itemArmorQuantumChestplate.name
industrialupgrade:itemarmorquantumlegs, supersolarpanels.itemArmorQuantumLegs.name
industrialupgrade:itemarmorquantumboots, supersolarpanels.itemArmorQuantumBoots.name
industrialupgrade:nanodrill, Нано-бур
industrialupgrade:quantumdrill, Квантовый бур
industrialupgrade:spectraldrill, Спектральный бур
industrialupgrade:advjetpack, advjetpack.name.name
industrialupgrade:impjetpack, impjetpack.name.name
industrialupgrade:perjetpack, perjetpack.name.name
industrialupgrade:spectral_solar_helmet, item.spectral_solar_helmet.name.name
industrialupgrade:singular_solar_helmet, item.singular_solar_helmet.name.name
industrialupgrade:advanced_solar_helmet, item.advanced_solar_helmet.name.name
industrialupgrade:hybrid_solar_helmet, item.hybrid_solar_helmet.name.name
industrialupgrade:ultimate_solar_helmet, item.ultimate_solar_helmet.name.name
industrialupgrade:adv_lappack, item.adv_lappack.name.name
industrialupgrade:imp_lappack, item.imp_lappack.name.name
industrialupgrade:per_lappack, item.per_lappack.name.name
industrialupgrade:upgradekitmachine:0, Набор улучшений машины из обычной в улучшенную
industrialupgrade:upgradekitmachine:1, Набор улучшений машины из улучшенной в продвинутую
industrialupgrade:upgradekitmachine:2, Набор улучшений машины из продвинутой в совершенную
industrialupgrade:upgradekitmachine:3, Набор улучшений машины в максимальную
industrialupgrade:book_iu, item.book_iu.name.name
industrialupgrade:chaosenergycore, iu.ChaosEnergyCore.name.name
industrialupgrade:chaosingot, iu.chaosingot.name.name
industrialupgrade:neutroncore, iu.neutroncore.name.name
industrialupgrade:infinitycore, iu.infinitycore.name.name
industrialupgrade:manasteel_plate, iu.manasteel_plate.name.name
industrialupgrade:manasteel_core, iu.manasteel_core.name.name
industrialupgrade:elementium_plate, iu.elementium_plate.name.name
industrialupgrade:elementium_core, iu.elementium_core.name.name
industrialupgrade:terrasteel_plate, iu.terrasteel_plate.name.name
industrialupgrade:terrasteel_core, iu.terrasteel_core.name.name
industrialupgrade:rune_sun, iu.rune_sun.name.name
industrialupgrade:rune_night, iu.rune_night.name.name
industrialupgrade:rune_energy, iu.rune_energy.name.name
industrialupgrade:teraddrill, Террастальной бур
moreplanets:diona_cobblestone_slab, Плита из булыжника Дионы
moreplanets:chalos_cobblestone_slab, Плита из булыжника Чалоса
moreplanets:nibiru_cobblestone_slab, Плита из булыжника Нибиру
moreplanets:diona_dungeon_brick_slab, Кирпичная плита подземелья Дионы
moreplanets:chalos_dungeon_brick_slab, Кирпичная плита подземелья Чалоса
moreplanets:nibiru_dungeon_brick_slab, Кирпичная плита подземелья Нибиру
moreplanets:alien_ship_decoration_slab, Декоративная плита корабля пришельцев
moreplanets:cheese_spore_slab, Плита со спорами сыра
moreplanets:infected_oak_slab, Зараженная дубовая плита
moreplanets:alien_berry_oak_slab, Плита дуба чужеродных ягод
moreplanets:oscalea_slab, Плита из оскалеи
moreplanets:frolia_slab, Плита из фролии
moreplanets:infected_oak_pressure_plate, Нажимная пластина из зараженного дуба
moreplanets:alien_berry_oak_pressure_plate, Нажимная плита из дуба чужеродных ягод
moreplanets:oscalea_pressure_plate, Нажимная плита из оскалеи
moreplanets:frolia_pressure_plate, Нажимная плита из фролии
moreplanets:dark_energy_storage_cluster, Кластер хранилища тёмной энергии
moreplanets:nuclear_waste_energy_storage_cluster, Кластер хранения энергии на ядерных отходах
moreplanets:space_warp_pad, Площадка для искривления пространства
moreplanets:dark_energy_receiver, Приемник тёмной энергии
moreplanets:black_hole_storage, Хранилище Черной Дыры
moreplanets:alien_defender_beacon, Маяк защитника пришельцев
moreplanets:shield_generator, Генератор щита
moreplanets:alien_ship_booster, Ускоритель корабля пришельцев
moreplanets:alien_ship_decoration_0, Декоративный блок корабля пришельцев
moreplanets:alien_ship_decoration_1, Декоративный блок корабля пришельцев
moreplanets:alien_chest, Сундук пришельцев
moreplanets:tinted_glass, Тонированное стекло
moreplanets:white_tinted_glass, Белое тонированное стекло
moreplanets:orange_tinted_glass, Оранжевое тонированное стекло
moreplanets:magenta_tinted_glass, Пурпурное тонированное стекло
moreplanets:light_blue_tinted_glass, Светло-синее тонированное стекло
moreplanets:yellow_tinted_glass, Жёлтое тонированное стекло
moreplanets:lime_tinted_glass, Лаймовое тонированное стекло
moreplanets:pink_tinted_glass, Розовое тонированное стекло
moreplanets:gray_tinted_glass, Серое тонированное стекло
moreplanets:silver_tinted_glass, Светло-серое тонированное стекло
moreplanets:cyan_tinted_glass, Голубое тонированное стекло
moreplanets:purple_tinted_glass, Фиолетовое тонированное стекло
moreplanets:blue_tinted_glass, Синее тонированное стекло
moreplanets:brown_tinted_glass, Коричневое тонированное стекло
moreplanets:green_tinted_glass, Зелёное тонированное стекло
moreplanets:red_tinted_glass, Красное тонированное стекло
moreplanets:black_tinted_glass, Чёрное тонированное стекло
moreplanets:tinted_glass_pane, Тонированное стекло
moreplanets:white_tinted_glass_pane, Белое тонированное стекло
moreplanets:orange_tinted_glass_pane, Оранжевое тонированное стекло
moreplanets:magenta_tinted_glass_pane, Пурпурное тонированное стекло
